,Name,Price,Div_Returned,Shares_Owned,Equity
0,VUG,290.0,0.0,0.0,0.0
1,VUG,296.88460000000003,0.0,3.4482758620689653,999.9999999999999
2,VUG,303.93264040400004,5.835318,6.697525925157452,1988.3923052800003
3,VUG,311.14800128719105,11.602901410061882,9.756476469506849,2965.311654416713
4,VUG,318.534654837749,17.303536472627627,12.633509473693696,3930.8912219825866
5,VUG,326.09666754359716,22.938000303676983,15.336675499840593,4885.262636700285
6,VUG,333.8382024310822,28.507060998664635,17.873706110802875,5828.555999386446
7,VUG,341.7635213567961,34.01147773722772,20.25202583602717,6760.8999006871445
8,VUG,349.8769873538065,39.45200088667791,22.478763702189138,7682.42143860749
9,VUG,358.18306703358587,44.82937210429219,24.56076434414932,8593.246235837752
10,VUG,366.68633304496325,50.14432443841629,26.504598711217632,9493.498456878358
11,VUG,375.3914665914507,55.39758242839452,28.316574383187934,10383.300824966125
12,VUG,384.3032600083318,60.589862203339685,30.002745510093323,11262.774638803996
13,VUG,393.4266194009296,65.72187157975647,31.568922389140223,12132.039789096601
14,VUG,402.7665673455077,70.7943101580316,33.02068069180369,12991.214774893875
15,VUG,412.32824565429013,75.80786941780418,34.36337035360769,13840.416719744957
16,VUG,422.116918206123,80.76323281222872,35.60212413867126,14679.761387664574
17,VUG,432.1379738443364,85.66107586114407,36.74186589067434,15509.363198914121
18,VUG,442.396929343401,90.50206624316117,37.78731848148488,16329.335245599523
19,VUG,452.89943244601335,95.28686388668133,38.74301146829091,17139.789307088067
20,VUG,463.65126497228175,100.01612105985852,39.61328846969765,17940.83586524627
21,VUG,474.65834600272376,104.69048245951716,40.402314270879316,18732.584119500865
22,VUG,485.9267351368285,109.31058529903757,41.11408166751796,19515.14200172498
23,VUG,497.46263582897683,113.87705939522183,41.75241805791688,20288.61619095151
24,VUG,509.27239880355677,118.39052725415078,42.320991792343506,21053.112127915694
25,VUG,521.3625255511532,122.85160415604476,42.823318288335656,21808.73402942892
26,VUG,533.7396719077376,127.26089823913912,43.26276592039527,22555.584902585637
27,VUG,546.4106517188274,131.6190105825862,43.64256169219505,23293.766558805386
28,VUG,559.3824405906323,135.92653528839514,43.965796699135005,24023.379627711827
29,VUG,572.662179730254,140.18405956242015,44.23543138880763,24744.523570850677
30,VUG,586.2571798770504,144.39216379440927,44.45430062666225,25457.296695248402
31,VUG,600.1749253273316,148.55142163712355,44.62511857389984,26161.7961668135
32,VUG,614.4230780546026,152.66240008453784,44.750483384380004,26858.11802358226
33,VUG,629.0094819276189,156.72565954913404,44.83288172708058,27546.357188810798
34,VUG,643.9421670285807,160.74175393829708,44.8746931404177,28226.60748391501
35,VUG,659.2293540738392,164.711230729824,44.87819422450993,28898.96164126046
36,VUG,674.8794589395523,168.6346310465567,44.84556267725354,29563.51131680372
37,VUG,690.9010972947773,172.5124897301485,44.778881179866794,30220.347102587002
38,VUG,707.3030893445554,176.3453354139738,44.68014113736028,30869.558539087735
39,VUG,724.0944646855952,180.1336905951924,44.55124627919513,31511.23412742484
40,VUG,741.2844672772313,183.8780717059765,44.39401612520397,32145.461341423248
41,VUG,758.8825605303929,187.57898918391126,44.21018932166833,32772.32663953845
42,VUG,776.8984325173844,191.23694754157827,44.00142685227148,33391.91547664256
43,VUG,795.3420013053473,194.85244543533096,43.76931512847756,34004.312315673655
44,VUG,814.2234204163362,198.4259757332722,43.51536896372519,34609.60063914979
45,VUG,833.5530844170202,201.95802558244225,43.24103443566707,35207.86296054942
46,VUG,853.3416346410803,205.44907647522734,42.9476916405359,35799.180835559775
47,VUG,873.5999650474596,208.89960431499702,42.63665734357103,36383.634873194525
48,VUG,894.3392282176864,212.31007948097977,42.30918752929959,36961.30474678254
49,VUG,915.5708414955743,215.68096689238558,41.9664798553301,37532.269204829005
50,VUG,937.3064932726793,219.01272607178439,41.609676013185535,38096.60608175049
51,VUG,959.5581494229727,222.30581120774812,41.2398639995767,38654.39230848545
52,VUG,982.3380598902742,225.5606712167667,40.858080301394615,39205.70392298143
53,VUG,1005.6587654320693,228.7777498044442,40.46531199758345,39750.61608056076
54,VUG,1029.5331045234268,231.9574855259857,40.06249878094177,40289.20306416569
55,VUG,1053.974220424813,235.10031184598125,39.65053490279086,40821.538294484766
56,VUG,1078.9955684176982,238.20665719749627,39.23027104334304,41347.69433996159
57,VUG,1104.6109232119345,241.27694504047605,38.80251611050149,41867.74292668745
58,VUG,1130.834386528986,244.31159391947202,38.36803896972465,42381.75494817903
59,VUG,1157.6803948651843,247.31101752069821,37.92757010749368,42889.80047504272
60,VUG,1185.163727439284,250.27562472842538,37.481803230830266,43391.94876452672
61,VUG,1213.2995143286928,253.2058196807206,37.03139680522379,43888.268269962224
