,Name,Price,Shares_Owned,Div_Returned,Total_Expenses,Equity,Funds Invested,Fees Paid
0,VUG,290.0,0.0,0.0,0.0,0.0,0,0.0
1,VUG,296.88460000000003,3.4482758620689653,0.0,0.0,999.9999999999999,1000,0.0
2,VUG,303.93264040400004,6.836243166536762,5.835318,0.0,2029.5753180000002,2000,0.0
3,VUG,311.14800128719105,10.165412472079256,11.843217385481127,0.0,3089.6006534348016,3000,0.0
4,VUG,318.534654837749,13.437259946896086,18.028802305799864,0.0,4180.976575253144,4000,0.0
5,VUG,326.09666754359716,16.65322816984799,24.397327867153027,0.0,5304.630287016807,5000,0.0
6,VUG,333.8382024310822,19.8147269130369,30.954204597174343,0.0,6461.516414627761,6000,0.0
7,VUG,341.7635213567961,22.923133906259306,37.705003041572844,0.0,7652.617817352599,7000,0.0
8,VUG,349.8769873538065,25.979795583753297,44.65545849671833,0.0,8878.946422833267,8000,0.0
9,VUG,358.18306703358587,28.986027813650058,51.811475882194586,0.0,10141.544086793525,9000,0.0
10,VUG,366.68633304496325,31.943116610530964,59.17913475745982,0.0,11441.483478171464,10000,0.0
11,VUG,375.3914665914507,34.852318831482215,66.76469448687655,0.0,12779.868990430132,11000,0.0
12,VUG,384.3032600083318,37.70092192849717,74.57459955749879,5.233305232105178,14152.604374588338,12000,5.233305232105178
13,VUG,393.4266194009296,40.517928859509006,82.58494705391409,0.0,15571.17214949498,13000,5.233305232105178
14,VUG,402.7665673455077,43.29065110892391,90.86274112504675,0.0,17031.69451744904,14000,5.233305232105178
15,VUG,412.32824565429013,46.02023554497537,99.38535358817171,0.0,18535.412298881452,15000,5.233305232105178
16,VUG,422.116918206123,48.707803124214664,108.16002502508432,0.0,20083.603011881984,16000,5.233305232105178
17,VUG,432.1379738443364,51.35444949628581,117.19421016008916,0.0,21677.581957544153,17000,5.233305232105178
18,VUG,442.396929343401,53.96124559469839,126.49558419333263,0.0,23318.703337409584,18000,5.233305232105178
19,VUG,452.89943244601335,56.52923821392291,136.07204932144626,0.0,25008.361403961135,19000,5.233305232105178
20,VUG,463.65126497228175,59.059450573126156,145.9317414510397,0.0,26747.991645142214,20000,5.233305232105178
21,VUG,474.65834600272376,61.552882866856365,156.083037110748,0.0,28539.07200390864,21000,5.233305232105178
22,VUG,485.9267351368285,64.01051280298101,166.53456056770418,0.0,30383.12413384914,22000,5.233305232105178
23,VUG,497.46263582897683,66.43329612817298,177.29519115448434,0.0,32281.714691941208,23000,5.233305232105178
24,VUG,509.27239880355677,68.79559382278269,188.374070812749,13.219233039491158,34223.23743650116,24000,18.452538271596335
25,VUG,521.3625255511532,71.15131440817073,199.70347343148907,0.0,36235.400566675184,25000,18.452538271596335
26,VUG,533.7396719077376,73.47492806621656,211.4450851639299,0.0,38307.074061291976,26000,18.452538271596335
27,VUG,546.4106517188274,75.76730770969318,223.5339587971902,0.0,40440.01795830424,27000,18.452538271596335
28,VUG,559.3824405906323,78.02930674068651,235.980364712416,0.0,42636.044349346805,28000,18.452538271596335
29,VUG,572.662179730254,80.2617595072088,248.79487704054168,0.0,44897.01891924084,29000,18.452538271596335
30,VUG,586.2571798770504,82.46548174924726,261.9883826457867,0.0,47224.862531029416,30000,18.452538271596335
31,VUG,600.1749253273316,84.64127103449295,275.5720903748416,0.0,49621.5528578909,31000,18.452538271596335
32,VUG,614.4230780546026,86.78990718398934,289.5575405796023,0.0,52089.12606331684,32000,18.452538271596335
33,VUG,629.0094819276189,88.91215268793452,303.956614921542,0.0,54629.67853098153,33000,18.452538271596335
34,VUG,643.9421670285807,91.0087531118655,318.78154646605014,0.0,57245.368645773095,34000,18.452538271596335
35,VUG,659.2293540738392,93.08043749344772,334.0449300753154,0.0,59938.41862749907,35000,18.452538271596335
36,VUG,674.8794589395523,95.09068655509047,349.75973310858063,24.54454267428636,62686.5718761502,36000,42.9970809458827
37,VUG,690.9010972947773,97.11444955918796,365.7960812271931,0.0,65540.5471737172,37000,42.9970809458827
38,VUG,707.3030893445554,99.11538708854727,382.4499346526412,0.0,68478.9296982739,38000,42.9970809458827
39,VUG,724.0944646855952,101.0941658499776,399.59633108907235,0.0,71504.2158204,39000,42.9970809458827
40,VUG,741.2844672772313,103.05143787285937,417.249837652665,0.0,74618.97574162898,40000,42.9970809458827
41,VUG,758.8825605303929,104.98784085397007,435.425452286691,0.0,77825.85567802195,41000,42.9970809458827
42,VUG,776.8984325173844,106.90399849433942,454.1386165033638,0.0,81127.58010832156,42000,42.9970809458827
43,VUG,795.3420013053473,108.80052082831847,473.40522850253075,0.0,84526.95408859565,43000,42.9970809458827
44,VUG,814.2234204163362,110.67800454504359,493.2416566783559,0.0,88026.8656353373,44000,42.9970809458827
45,VUG,833.5530844170202,112.53703330247173,513.6647535254651,0.0,91630.28817904567,45000,42.9970809458827
46,VUG,853.3416346410803,114.37817803415936,534.6918699563726,0.0,95340.2830903726,46000,42.9970809458827
47,VUG,873.5999650474596,116.20199724895362,556.340870042347,0.0,99160.00228098039,47000,42.9970809458827
48,VUG,894.3392282176864,117.96255652486046,578.630146190246,40.60562429405235,103052.08525702708,48000,83.60270523993505
49,VUG,915.5708414955743,119.75308705009432,601.3416880378647,0.0,107099.88344906677,49000,83.60270523993505
50,VUG,937.3064932726793,121.52789442058014,624.9618776882414,0.0,111267.39655983586,50000,83.60270523993505
51,VUG,959.5581494229727,123.28749029855187,649.2806419587483,0.0,115558.16519612512,51000,83.60270523993505
52,VUG,982.3380598902742,125.03237531924891,674.3186414159226,0.0,119975.83467929706,52000,83.60270523993505
53,VUG,1005.6587654320693,126.76303935140402,700.0971476691265,0.0,124524.1581422527,53000,83.60270523993505
54,VUG,1029.5331045234268,128.47996175171792,726.6380614423339,0.0,129206.99971799213,54000,83.60270523993505
55,VUG,1053.974220424813,130.18361161346016,753.9639311803946,0.0,134028.33782247768,55000,83.60270523993505
56,VUG,1078.9955684176982,131.87444800933264,782.0979722055849,0.0,138992.2685345889,56000,83.60270523993505
57,VUG,1104.6109232119345,133.55292022872885,811.0640864407204,0.0,144103.0090760408,57000,83.60270523993505
58,VUG,1130.834386528986,135.21946800951915,840.8868827155843,0.0,149364.90139422158,58000,83.60270523993505
